,subject,parameter,value,ID
13592,3,$\theta$,0.11517511308193207,01101
13593,4,$\theta$,-0.5567055940628052,01102
13594,5,$\theta$,-0.12611326575279236,01104
13595,6,$\theta$,-0.6337031126022339,01118
13596,7,$\theta$,-0.4921710789203644,01129
13597,8,$\theta$,-1.5381962060928345,01261
13598,9,$\theta$,0.2895740568637848,01268
13599,10,$\theta$,-0.4640221893787384,01271
13600,11,$\theta$,-0.18569119274616241,01272
13601,12,$\theta$,-0.1608021855354309,01281
13602,13,$\theta$,-0.42663782835006714,01293
13603,14,$\theta$,-0.2672966718673706,01323
13604,15,$\theta$,-0.3839751183986664,01332
13605,16,$\theta$,0.015239417552947998,01334
13606,17,$\theta$,-0.5802411437034607,01335
13607,18,$\theta$,0.2275332361459732,01344
13608,19,$\theta$,-0.5677356123924255,01351
13609,20,$\theta$,-0.35635605454444885,01354
13610,21,$\theta$,-0.06669807434082031,01355
13611,22,$\theta$,-0.4511352777481079,01356
13612,23,$\theta$,-0.3408494293689728,01357
13613,24,$\theta$,-0.5928915739059448,01358
13614,25,$\theta$,-0.23900622129440308,01362
13615,26,$\theta$,-0.10493455082178116,01379
13616,27,$\theta$,-0.5191991329193115,01390
13617,28,$\theta$,-0.6175577640533447,01443
13618,29,$\theta$,0.05834968388080597,01449
13619,30,$\theta$,-0.3954521417617798,01456
13620,31,$\theta$,-0.23507186770439148,01457
13621,32,$\theta$,-0.8977274894714355,01460
13622,33,$\theta$,-0.7119219303131104,01510
13623,34,$\theta$,-0.6814207434654236,01549
13624,35,$\theta$,0.03118913620710373,01559
13625,36,$\theta$,-0.03094138205051422,01560
13626,37,$\theta$,-0.5606051683425903,01614
13627,38,$\theta$,-0.4342353940010071,01619
13628,39,$\theta$,-0.5310254096984863,01622
13629,40,$\theta$,-0.2724263072013855,01630
13630,41,$\theta$,-0.7651510238647461,01646
13631,42,$\theta$,-0.715323269367218,01647
13632,43,$\theta$,-0.45277053117752075,01725
13633,44,$\theta$,-1.0121636390686035,01840
13634,45,$\theta$,-0.24648062884807587,01861
13635,1,$\theta$,-0.838589608669281,00390
13636,2,$\theta$,-0.4707823097705841,00513
13637,3,$\theta$,0.10457316040992737,01101
13638,4,$\theta$,-0.7688463926315308,01102
13639,5,$\theta$,-0.27535805106163025,01104
13640,6,$\theta$,-0.39912575483322144,01118
13641,7,$\theta$,-0.45123744010925293,01129
13642,8,$\theta$,-0.7100012898445129,01261
13643,9,$\theta$,-0.0036931484937667847,01268
13644,10,$\theta$,-0.4356713891029358,01271
13645,11,$\theta$,0.03925420343875885,01272
13646,12,$\theta$,-0.1788555234670639,01281
13647,13,$\theta$,-0.5037367939949036,01293
13648,14,$\theta$,-0.1530046910047531,01323
13649,15,$\theta$,-0.5703185796737671,01332
13650,16,$\theta$,-0.467752069234848,01334
13651,17,$\theta$,-0.6041955351829529,01335
13652,18,$\theta$,0.5036067962646484,01344
13653,19,$\theta$,-0.5222597122192383,01351
13654,20,$\theta$,-0.33115434646606445,01354
13655,21,$\theta$,-0.3639284074306488,01355
13656,22,$\theta$,-0.07977806776762009,01356
13657,23,$\theta$,-0.36029770970344543,01357
13658,24,$\theta$,-0.48263487219810486,01358
13659,25,$\theta$,-0.42683616280555725,01362
13660,26,$\theta$,0.03673142194747925,01379
13661,27,$\theta$,-0.4154256582260132,01390
13662,28,$\theta$,-0.9440755844116211,01443
13663,29,$\theta$,-0.19484636187553406,01449
13664,30,$\theta$,-0.3278310000896454,01456
13665,31,$\theta$,-0.5835064053535461,01457
13666,32,$\theta$,-0.9061355590820312,01460
13667,33,$\theta$,-0.505400538444519,01510
