,subject,parameter,value,ID
530,36,$\theta$,-0.5706019997596741,03016
531,37,$\theta$,0.07862196862697601,03028
532,38,$\theta$,-0.3655572831630707,03029
533,39,$\theta$,-0.03321758657693863,03092
534,40,$\theta$,-0.462838351726532,03257
535,41,$\theta$,-0.22617444396018982,03262
536,42,$\theta$,-0.26782065629959106,03362
537,43,$\theta$,-0.32165172696113586,03379
538,44,$\theta$,0.4585815966129303,03435
539,45,$\theta$,-0.1944812536239624,12647
540,1,$\theta$,-0.5242570042610168,00792
541,2,$\theta$,-0.5349380970001221,00882
542,3,$\theta$,-0.3029422163963318,01291
543,4,$\theta$,-0.1129748672246933,01366
544,5,$\theta$,-0.4001050591468811,01469
545,6,$\theta$,-0.9373500347137451,01482
546,7,$\theta$,-0.72972571849823,01526
547,8,$\theta$,-0.5926263332366943,01664
548,9,$\theta$,-0.2714656889438629,01758
549,10,$\theta$,-0.5484294891357422,01805
550,11,$\theta$,0.0609796941280365,01807
551,12,$\theta$,-0.5562649369239807,01841
552,13,$\theta$,-0.18178775906562805,01876
553,14,$\theta$,-0.18867895007133484,01878
554,15,$\theta$,-0.3769758939743042,02137
555,16,$\theta$,-0.5579008460044861,02366
556,17,$\theta$,0.1262102723121643,02427
557,18,$\theta$,-0.29847878217697144,02559
558,19,$\theta$,-0.4110572934150696,02571
559,20,$\theta$,0.16736651957035065,02625
560,21,$\theta$,0.028387829661369324,02628
561,22,$\theta$,0.004574891179800034,02629
562,23,$\theta$,0.033710211515426636,02654
563,24,$\theta$,0.054785601794719696,02656
564,25,$\theta$,-0.3274666368961334,02684
565,26,$\theta$,-0.33687901496887207,02719
566,27,$\theta$,-0.6747657060623169,02747
567,28,$\theta$,-0.5339693427085876,02750
568,29,$\theta$,-0.15060631930828094,02796
569,30,$\theta$,-0.11271551251411438,02797
570,31,$\theta$,-0.06008833646774292,02820
571,32,$\theta$,-0.0930953323841095,02916
572,33,$\theta$,-0.4751734733581543,02935
573,34,$\theta$,-0.06550902128219604,02948
574,35,$\theta$,-0.9959133267402649,02965
575,36,$\theta$,-0.42745041847229004,03016
576,37,$\theta$,-0.19834750890731812,03028
577,38,$\theta$,-0.17818038165569305,03029
578,39,$\theta$,0.022355027496814728,03092
579,40,$\theta$,-0.032480388879776,03257
580,41,$\theta$,-0.45345306396484375,03262
581,42,$\theta$,-0.25303471088409424,03362
582,43,$\theta$,-0.29462406039237976,03379
583,44,$\theta$,0.5703976154327393,03435
584,45,$\theta$,-0.38060519099235535,12647
585,1,$\theta$,-0.4327685832977295,00792
586,2,$\theta$,-0.47596749663352966,00882
587,3,$\theta$,0.025204867124557495,01291
588,4,$\theta$,-0.1940237581729889,01366
589,5,$\theta$,-0.6079758405685425,01469
590,6,$\theta$,-0.6024487614631653,01482
591,7,$\theta$,-0.6773378849029541,01526
592,8,$\theta$,-0.37586185336112976,01664
593,9,$\theta$,-0.3349055349826813,01758
594,10,$\theta$,-0.29077857732772827,01805
595,11,$\theta$,0.11206501722335815,01807
596,12,$\theta$,-0.9727575778961182,01841
597,13,$\theta$,-0.3443567454814911,01876
598,14,$\theta$,-0.31025493144989014,01878
599,15,$\theta$,-0.43962574005126953,02137
600,16,$\theta$,-0.2233671396970749,02366
601,17,$\theta$,0.006695263087749481,02427
602,18,$\theta$,-0.6817280650138855,02559
603,19,$\theta$,-0.39584407210350037,02571
604,20,$\theta$,0.055411748588085175,02625
605,21,$\theta$,-0.32355985045433044,02628
606,22,$\theta$,-0.34067001938819885,02629
607,23,$\theta$,0.047043219208717346,02654
608,24,$\theta$,-0.015773732215166092,02656
609,25,$\theta$,-0.650320291519165,02684
610,26,$\theta$,-0.23722362518310547,02719
