,subject,parameter,value,ID
90492,43,$\beta$,1.599694337611117,01725
90493,44,$\beta$,1.6096328675950595,01840
90494,45,$\beta$,1.5114859489067882,01861
90495,1,$\beta$,2.5772620988818766,00390
90496,2,$\beta$,2.159073487556083,00513
90497,3,$\beta$,1.7367865291564526,01101
90498,4,$\beta$,3.2254804006521813,01102
90499,5,$\beta$,0.9716722908057974,01104
90500,6,$\beta$,1.8110258784308164,01118
90501,7,$\beta$,2.6655534466743,01129
90502,8,$\beta$,2.235710715882716,01261
90503,9,$\beta$,2.0948325900951588,01268
90504,10,$\beta$,2.795440634429342,01271
90505,11,$\beta$,1.4785117886005819,01272
90506,12,$\beta$,1.2384848096794754,01281
90507,13,$\beta$,2.4739765788810133,01293
90508,14,$\beta$,1.175538009726407,01323
90509,15,$\beta$,2.155454392670632,01332
90510,16,$\beta$,1.9319138849780617,01334
90511,17,$\beta$,2.425300978984438,01335
90512,18,$\beta$,0.8283575577733263,01344
90513,19,$\beta$,2.2201218077622,01351
90514,20,$\beta$,2.4057629847545816,01354
90515,21,$\beta$,2.127345217266726,01355
90516,22,$\beta$,2.0411833352899285,01356
90517,23,$\beta$,2.1219891066129586,01357
90518,24,$\beta$,2.777256674028391,01358
90519,25,$\beta$,2.737941390715581,01362
90520,26,$\beta$,1.7428396506893227,01379
90521,27,$\beta$,3.2070939613619065,01390
90522,28,$\beta$,1.833687276827072,01443
90523,29,$\beta$,2.36387032245281,01449
90524,30,$\beta$,2.0956539668281016,01456
90525,31,$\beta$,1.965655611639098,01457
90526,32,$\beta$,1.963659361886135,01460
90527,33,$\beta$,1.9770109576745525,01510
90528,34,$\beta$,2.4778497082012216,01549
90529,35,$\beta$,2.2366295904337115,01559
90530,36,$\beta$,2.2400614441132385,01560
90531,37,$\beta$,1.8522855863290906,01614
90532,38,$\beta$,1.6453212480718167,01619
90533,39,$\beta$,1.8386051975350568,01622
90534,40,$\beta$,1.5863510638968248,01630
90535,41,$\beta$,1.8301201508201697,01646
90536,42,$\beta$,1.87333740379689,01647
90537,43,$\beta$,1.846842581862834,01725
90538,44,$\beta$,1.359955844097601,01840
90539,45,$\beta$,1.5206348940942298,01861
90540,1,$\beta$,1.9996486056968183,00390
90541,2,$\beta$,2.1812944649547363,00513
90542,3,$\beta$,1.603278519117326,01101
90543,4,$\beta$,2.7018055361960247,01102
90544,5,$\beta$,1.158716790338994,01104
90545,6,$\beta$,1.4969905268593664,01118
90546,7,$\beta$,2.9556540668816442,01129
90547,8,$\beta$,2.3006948443468715,01261
90548,9,$\beta$,2.0108015341567116,01268
90549,10,$\beta$,2.9000003436256034,01271
90550,11,$\beta$,1.5930897251868352,01272
90551,12,$\beta$,0.9663577998017718,01281
90552,13,$\beta$,2.1127626203880254,01293
90553,14,$\beta$,1.4767059533225944,01323
90554,15,$\beta$,2.147711520885206,01332
90555,16,$\beta$,1.90669784256248,01334
90556,17,$\beta$,2.2562573738661005,01335
90557,18,$\beta$,0.8246328906323971,01344
90558,19,$\beta$,2.6844663388174315,01351
90559,20,$\beta$,1.9542803354424478,01354
90560,21,$\beta$,1.6497180443494772,01355
90561,22,$\beta$,2.648596715042545,01356
90562,23,$\beta$,1.9828685587341697,01357
90563,24,$\beta$,2.008452707407065,01358
90564,25,$\beta$,2.3606013640737333,01362
90565,26,$\beta$,2.0757291024119366,01379
90566,27,$\beta$,2.948966804036642,01390
90567,28,$\beta$,1.3760874146146955,01443
90568,29,$\beta$,2.583123704881809,01449
90569,30,$\beta$,2.176559903556173,01456
90570,31,$\beta$,1.7973105926071653,01457
90571,32,$\beta$,2.3976858181864893,01460
90572,33,$\beta$,1.97142316475445,01510
90573,34,$\beta$,2.949356340777121,01549
90574,35,$\beta$,2.3039964722630066,01559
90575,36,$\beta$,2.4057239817264615,01560
90576,37,$\beta$,1.8634401165476642,01614
90577,38,$\beta$,1.8876882071453354,01619
90578,39,$\beta$,1.9177047099578048,01622
90579,40,$\beta$,1.635887504755748,01630
90580,41,$\beta$,1.8538879217741402,01646
90581,42,$\beta$,1.6229619923013434,01647
90582,43,$\beta$,1.6704483125243441,01725
90583,44,$\beta$,1.1849154434261806,01840
90584,45,$\beta$,1.561170533081404,01861
90585,1,$\beta$,2.0110377785156133,00390
90586,2,$\beta$,1.9271664079517785,00513
90587,3,$\beta$,1.4453850380615103,01101
90588,4,$\beta$,2.9189524697873384,01102
90589,5,$\beta$,1.302575748443417,01104
90590,6,$\beta$,1.5283328907087381,01118
90591,7,$\beta$,2.9105854572335037,01129
90592,8,$\beta$,2.6407935753910525,01261
90593,9,$\beta$,2.11954665892071,01268
90594,10,$\beta$,3.428099661164577,01271
